['G'],['G'],1
['A', 'A', 'A', 'A'],['G', 'E', 'E', 'D'],0
['A', 'A', 'A', 'A'],['G', 'D', 'D', 'E'],0
['A', 'A', 'A', 'A', 'D'],['C', 'C', 'C', 'F', 'G'],0
['A', 'A'],['D', 'G'],0
['A', 'A', 'A'],['D', 'E', 'F'],0
['A', 'A', 'A', 'A'],['G', 'A', 'D', 'D'],0
['A', 'A'],['G', 'G'],0
['G', 'G', 'A', 'F', 'G', 'G'],['G', 'G', 'A', 'A', 'G', 'G'],0
['A', 'A', 'A', 'A', 'D'],['G', 'G', 'G', 'D', 'G'],0
['A', 'A'],['D', 'E'],0
['A', 'A', 'A', 'A'],['E', 'B', 'B', 'A'],0
['A', 'A', 'A', 'A', 'D'],['G', 'G', 'G', 'D', 'D'],0
['A', 'A', 'A', 'A'],['G', 'G', 'G', 'G'],0
['A', 'A'],['C', 'G'],0
['A', 'A', 'A', 'A', 'D'],['D', 'D', 'G', 'G', 'F'],0
['A', 'A', 'A', 'A'],['G', 'G', 'D', 'D'],0
['E', 'E', 'C', 'F', 'G', 'G'],['E', 'E', 'C', 'F', 'G', 'G'],1
['A', 'A'],['D', 'G'],0
['A', 'A', 'A', 'A'],['D', 'D', 'C', 'C'],0
['A', 'A', 'A', 'A', 'D'],['E', 'E', 'A', 'D', 'D'],0
['G'],['G'],1
['A', 'A'],['A', 'A'],1
['F', 'A', 'A', 'D', 'D', 'B'],['F', 'A', 'A', 'D', 'D', 'B'],1
['A', 'A', 'A', 'A', 'B'],['E', 'B', 'B', 'E', 'E'],0
['A', 'G', 'B', 'A', 'C', 'F'],['A', 'B', 'B', 'A', 'C', 'F'],0
['E', 'B', 'B', 'E', 'C', 'C'],['E', 'B', 'B', 'E', 'C', 'C'],1
['D', 'G', 'A', 'A', 'E', 'A', 'A'],['D', 'D', 'A', 'A', 'E', 'A', 'A'],0
['D', 'G', 'A', 'A', 'E', 'A'],['D', 'D', 'A', 'A', 'E', 'A'],0
['B', 'B', 'C', 'A', 'B', 'E', 'F'],['B', 'B', 'A', 'A', 'B', 'E', 'F'],0
['A', 'A', 'A'],['B', 'C', 'C'],0
['F', 'E', 'B', 'C', 'C', 'B', 'G'],['F', 'E', 'B', 'C', 'C', 'B', 'G'],1
['A', 'B', 'A', 'D', 'E', 'B'],['A', 'A', 'A', 'D', 'E', 'B'],0
['F', 'C', 'B', 'F', 'E', 'E', 'F', 'D'],['F', 'C', 'B', 'B', 'E', 'E', 'F', 'G'],0
['A', 'E', 'F', 'B', 'A', 'D', 'E', 'E', 'E'],['A', 'A', 'B', 'B', 'A', 'D', 'E', 'E', 'E'],0
['A'],['A'],1
['A', 'A'],['G', 'G'],0
['E', 'C', 'D', 'D', 'G', 'A', 'D', 'D'],['E', 'E', 'D', 'D', 'G', 'A', 'D', 'D'],0
['A', 'D', 'A', 'D', 'B', 'B'],['D', 'D', 'A', 'D', 'B', 'B'],0
['C', 'F', 'G', 'C', 'D', 'B', 'G', 'G'],['C', 'F', 'G', 'C', 'D', 'D', 'G', 'G'],0
['D', 'D', 'D', 'G', 'D', 'E'],['D', 'D', 'D', 'G', 'D', 'D'],0
['D', 'A', 'B', 'G', 'A', 'A', 'D'],['D', 'A', 'G', 'G', 'A', 'A', 'D'],0
['B', 'A', 'E', 'E', 'A', 'E', 'B'],['E', 'E', 'E', 'E', 'A', 'E', 'B'],0
['E', 'C', 'E', 'E', 'A', 'D', 'A', 'F'],['E', 'E', 'E', 'E', 'A', 'A', 'A', 'A'],0
['B', 'E', 'B', 'E', 'D', 'D'],['B', 'B', 'B', 'E', 'D', 'D'],0
['G', 'A', 'G', 'G', 'C', 'F', 'G', 'E'],['G', 'G', 'G', 'G', 'C', 'F', 'E', 'E'],0
['A', 'G', 'A', 'A', 'D', 'G', 'B'],['A', 'A', 'A', 'A', 'D', 'G', 'G'],0
['C', 'C', 'D', 'B', 'C', 'F', 'G', 'G'],['C', 'C', 'D', 'D', 'C', 'F', 'G', 'G'],0
['A', 'A', 'A', 'A', 'D'],['A', 'A', 'A', 'D', 'G'],0
['G'],['G'],1
['G', 'D', 'E', 'C', 'D', 'D', 'G', 'G'],['G', 'G', 'C', 'C', 'D', 'D', 'G', 'G'],0
['A', 'A', 'C', 'A', 'D', 'D', 'D'],['A', 'A', 'C', 'C', 'D', 'D', 'D'],0
['F', 'D', 'D', 'D', 'G', 'G', 'C', 'C'],['D', 'D', 'D', 'D', 'G', 'G', 'C', 'C'],0
['F', 'F', 'D', 'B', 'D', 'G', 'F'],['F', 'F', 'D', 'D', 'D', 'G', 'F'],0
['F', 'F', 'C', 'C', 'F', 'F', 'F', 'B'],['F', 'F', 'C', 'C', 'F', 'F', 'B', 'B'],0
['E', 'E', 'F', 'F', 'G', 'G'],['E', 'E', 'F', 'F', 'G', 'G'],1
['D', 'D', 'E', 'C', 'D', 'D'],['D', 'D', 'C', 'C', 'D', 'D'],0
