#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	2	11	16	7	19	3	15	13	G	g	i	1d 2g 1b-
1	1	1	1	2	11	16	7	19	3	15	13	G	g	i	1d 2g 1b-
1	2	2	1	2	21	5	17	8	13	11	9	D	g	V	1d 1f# 2a
1	3	3	0.5	1	11	16	7	19	3	15	13	G	g	i	1d 2g 1b-
1	3.5	3.5	0.5	1	12	17	8	20	4	16	7	G	g	(i)	1d 1g 2b-
1	4	4	1	2	4	16	7	12	17	8	20	C	g	ivb	1c 2e- 1g
2	1	5	3	6	19	3	15	13	11	16	7	D	g	V;	2d 1f# 1a
2	4	8	1	2	15	6	18	9	14	12	10	D	g	V7c	1c 1d 1f# 1a
3	1	9	1	2	12	17	8	20	4	16	7	G	g	ib	1d 1g 2b-
3	2	10	0.5	1	8	13	18	9	14	5	17	F#	g	viiob	2c 1g 1a
3	2.5	10.5	0.5	1	11	9	21	5	17	8	13	F#	g	(viiob)	2c 1f# 1a
3	3	11	1	2	11	16	7	19	3	15	13	G	g	i	1d 2g 1b-
3	4	12	1	2	7	12	17	8	20	4	16	A	g	iiob	2c 1e- 1a
4	1	13	3	6	19	3	15	13	11	16	7	D	g	V;	2d 1f 1a#
4	4	16	1	2	19	3	15	13	11	16	7	D	B-	V/VI	2d 1f 1a#
5	1	17	1	2	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
5	2	18	1	2	16	7	19	3	15	13	11	F	B-	V	1c 2f 1a
5	3	19	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
5	3.5	19.5	0.5	1	18	9	14	12	10	15	6	B-	B-	(I)	1d 1f 1a 1b-
5	4	20	0.5	1	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
5	4.5	20.5	0.5	1	14	12	10	15	6	18	9	G	B-	(vi)	1d 1f 1g 1b-
6	1	21	1	2	6	18	9	14	12	10	15	E-	B-	iv7b	1c 1e- 1g 1b-
6	2	22	1	2	16	7	19	3	15	13	11	F	B-	V	1c 2f 1a
6	3	23	1	2	15	13	11	16	7	19	3	B-	B-	I;	1d 1f 2b-
6	4	24	1	2	19	3	15	13	11	16	7	D	B-	Vb/VI	2d 1f# 1a
7	1	25	1	2	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
7	2	26	0.5	1	16	7	19	3	15	13	11	F	B-	V	1c 2f 1a
7	2.5	26.5	0.5	1	8	13	11	9	14	12	17	F	B-	(V)	1c 1e- 1f 1g
7	3	27	0.5	1	16	7	12	17	8	20	4	B-	B-	Ib	2d 1f 1b-
7	3.5	27.5	0.5	1	12	10	15	13	11	16	7	B-	B-	(Ib)	1c 1d 1f 1b-
7	4	28	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
7	4.5	28.5	0.5	1	16	7	12	17	8	20	4	B-	B-	(I)	2d 1f 1b-
8	1	29	0.5	1	6	18	9	14	12	10	15	C	B-	ii7	1c 1e- 1g 1b-
8	1.5	29.5	0.5	1	5	17	15	13	11	9	14	C	B-	(ii7)	2c 1g 1b-
8	2	30	1	2	16	7	19	3	15	13	11	F	B-	V	1c 2f 1a
8	3	31	1	2	15	13	11	16	7	19	3	B-	B-	I;	1d 1f 2b-
8	4	32	1	2	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
9	1	33	1	2	16	7	19	3	15	13	11	F	B-	Vb	1c 2f 1a
9	2	34	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
9	2.5	34.5	0.5	1	12	17	8	20	4	16	7	B-	B-	(I)	1d 1g 2b-
9	3	35	0.5	1	21	5	17	8	13	11	9	D	B-	Vb/VI	1d 1f# 2a
9	3.5	35.5	0.5	1	21	5	17	8	13	11	9	D	B-	(Vb/VI)	1d 1f# 2a
9	4	36	1	2	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
10	1	37	1	2	6	18	9	14	12	10	15	C	B-	V7b/V	1c 1e 1g 1b-
10	2	38	0.5	1	11	9	21	5	17	8	13	F	B-	Vc	2c 1f 1a
10	2.5	38.5	0.5	1	3	15	13	11	16	7	19	C	B-	V/V	2c 1e 1g
10	3	39	1	2	16	7	19	3	15	13	11	F	B-	V;	1c 2f 1a
10	4	40	1	2	5	17	8	13	11	9	21	C	g	ivb	1c 1e- 2g
11	1	41	0.5	1	19	3	15	13	11	16	7	D	g	V	2d 1f# 1a
11	1.5	41.5	0.5	1	15	6	18	9	14	12	10	D	g	(V)	1c 1d 1f# 1a
11	2	42	0.5	1	12	10	15	13	11	16	7	D	g	V7c	1c 1d 1f# 1b-
11	2.5	42.5	0.5	1	15	6	18	9	14	12	10	D	g	(V7c)	1c 1d 1f# 1a
11	3	43	0.5	1	11	16	7	19	3	15	13	G	g	i	1d 2g 1b-
11	3.5	43.5	0.5	1	14	12	10	15	6	18	9	G	g	(i)	1d 1f 1g 1b-
11	4	44	0.5	1	3	15	13	11	16	7	19	C	g	ivb	2c 1e- 1g
11	4.5	44.5	0.5	1	13	11	9	21	5	17	8	G	g	ic	2d 1g 1b-
12	1	45	1	2	9	14	12	10	15	6	18	A	g	iio7	1c 1e- 1g 1a
12	2	46	0.5	1	19	3	15	13	11	16	7	D	g	V7	2d 1f# 1a
12	2.5	46.5	0.5	1	15	6	18	9	14	12	10	D	g	(V7)	1c 1d 1f# 1a
12	3	47	1	2	11	16	7	19	3	15	13	G	g	I;	1d 2g 1b
