#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
9	1	33	0.5	2	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
9	1.5	33.5	0.5	2	6	18	9	14	12	10	15	C	G	(IV)	1c 1e 1g 1b
9	2	34	1	4	17	8	20	4	16	7	12	F#	G	viib	1c 1f# 2a
9	3	35	0.5	2	13	11	9	21	5	17	8	G	G	Ib	2d 1g 1b
9	3.5	35.5	0.5	2	10	22	6	18	2	14	12	G	G	(Ib)	2g 2b
9	4	36	0.5	2	6	18	9	14	12	10	15	C#	G	vii7/V	1c# 1e 1g 1b
9	4.5	36.5	0.25	1	12	10	15	6	18	9	14	A	G	Vb/V	1c# 1e 1f# 1a
9	4.75	36.75	0.25	1	8	13	11	9	21	5	17	A	G	(Vb/V)	1c# 2e 1a
10	1	37	0.5	2	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
10	1.5	37.5	0.5	2	16	7	12	17	8	20	4	D	G	(V)	2d 1f# 1b
10	2	38	0.5	2	13	11	16	7	19	3	15	A	G	V7/V	1c# 1e 2a
10	2.5	38.5	0.25	1	17	8	20	4	16	7	12	A	G	(V7/V)	1c# 1f# 2a
10	2.75	38.75	0.25	1	14	12	17	8	13	4	16	A	G	(V7/V)	1c# 1g 2a
10	3	39	2	8	19	3	15	13	11	16	7	D	G	V;	2d 1f# 1a
11	1	41	0.5	2	7	19	3	15	13	11	16	E	G	vi	2e 1g 1b
11	1.5	41.5	0.5	2	10	15	6	18	9	14	12	E	G	(vi)	1d 1e 1g 1b
11	2	42	0.5	2	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
11	2.5	42.5	0.5	2	6	18	9	14	12	10	15	C	G	(IV)	1c 1e 1g 1b
11	3	43	0.5	2	13	11	16	7	19	3	15	A	G	ii	1c 1e 2a
11	3.5	43.5	0.5	2	17	8	20	4	16	7	12	F#	G	viib	1c 1f# 2a
11	4	44	0.5	2	11	16	7	19	3	15	13	G	G	V7/IV	1d 2g 1b
11	4.5	44.5	0.5	2	12	17	8	13	4	16	14	G	G	(V7/IV)	1f 2g 1b
12	1	45	0.5	2	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
12	1.5	45.5	0.5	2	6	18	9	14	12	10	15	C	G	(IV)	1c 1e 1g 1b
12	2	46	0.5	2	18	9	14	12	10	8	13	D	G	V	1d 1g 2a
12	2.5	46.5	0.25	1	19	3	15	13	11	16	7	D	G	(V)	2d 1f# 1a
12	2.75	46.75	0.25	1	15	6	18	9	14	12	10	D	G	(V)	1c 1d 1f# 1a
12	3	47	2	8	11	16	7	19	3	15	13	G	G	I;	1d 2g 1b
13	1	49	0.5	2	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
13	1.5	49.5	0.5	2	13	11	9	14	12	10	15	D	G	(V)	1d 1e 1g 1a
13	2	50	0.5	2	21	5	17	8	13	11	9	D	G	Vb	1d 1f# 2a
13	2.5	50.5	0.5	2	18	9	14	12	10	8	13	D	G	(Vb)	1d 1g 2a
13	3	51	0.5	2	13	11	16	7	19	3	15	A	G	V/V	1c# 1e 2a
13	3.5	51.5	0.5	2	9	14	12	10	15	6	18	A	G	(V/V)	1c# 1e 1g 1a
13	4	52	1	4	20	4	16	7	12	17	8	D	G	Vb	1d 2f# 1a
14	1	53	0.5	2	10	15	6	18	9	14	12	E	G	vi7b	1d 1e 1g 1b
14	1.5	53.5	0.5	2	13	11	9	14	12	17	8	E	G	(vi7b)	1d 1e 1f# 1b
14	2	54	0.5	2	8	13	11	9	21	5	17	A	G	V/V	1c# 2e 1a
14	2.5	54.5	0.25	1	13	11	16	7	19	3	15	A	G	(V/V)	1c# 1e 2a
14	2.75	54.75	0.25	1	9	14	12	10	15	6	18	A	G	(V/V)	1c# 1e 1g 1a
14	3	55	1	4	19	3	15	13	11	16	7	D	G	V;	2d 1f# 1a
14	4	56	1	4	14	12	10	15	6	18	9	G	G	V7b/IV	1d 1f 1g 1b
15	1	57	1	4	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
15	2	58	0.5	2	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
15	2.5	58.5	0.5	2	6	18	9	14	12	10	15	C	G	(IV)	1c 1e 1g 1b
15	3	59	1	4	13	11	16	7	19	3	15	A	G	ii	1c 1e 2a
15	4	60	0.5	2	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
15	4.5	60.5	0.5	2	15	6	18	9	14	12	10	D	G	(V)	1c 1d 1f# 1a
16	1	61	0.5	2	11	16	7	19	3	15	13	G	G	Ib	1d 2g 1b
16	1.5	61.5	0.5	2	10	15	6	18	2	14	19	G	G	(Ib)	1d 3g
16	2	62	0.5	2	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
16	2.5	62.5	0.5	2	15	6	18	9	14	12	10	D	G	(V)	1c 1d 1f# 1a
16	3	63	1	4	9	21	5	17	1	13	18	G	G	I;	3g 1b
