#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	3	0	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
0	3.5	0.5	0.5	1	18	9	14	12	10	15	6	B-	B-	(I)	1d 1f 1a 1b-
1	1	1	0.5	1	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
1	1.5	1.5	0.5	1	15	13	11	16	7	12	10	G	B-	(vi)	1d 1g 1a 1b-
1	2	2	0.5	1	12	17	8	20	4	16	7	G	B-	(vi)	1d 1g 2b-
1	2.5	2.5	0.5	1	9	14	12	17	8	13	11	G	B-	(vi)	1c 1d 1g 1b-
1	3	3	0.5	1	19	3	15	13	11	16	7	B-	B-	I7	2d 1f 1a
1	3.5	3.5	0.5	1	18	9	14	12	10	15	6	B-	B-	(I7)	1d 1f 1a 1b-
2	1	4	0.5	1	7	19	3	15	13	11	16	E-	B-	IV	2e- 1g 1b-
2	1.5	4.5	0.5	1	11	16	7	12	10	15	13	E-	B-	(IV)	1e- 1f 1g 1b-
2	2	5	0.5	1	8	20	4	16	7	12	17	E-	B-	(IV)	1e- 2g 1b-
2	2.5	5.5	0.5	1	12	17	8	13	11	9	14	E-	B-	(IV)	1e- 1g 1a 1b-
2	3	6	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
2	3.5	6.5	0.5	1	18	9	14	12	10	15	6	B-	B-	(I)	1d 1f 1a 1b-
3	1	7	0.5	1	12	17	8	20	4	16	7	G	B-	vi	1d 1g 2b-
3	1.5	7.5	0.5	1	15	13	11	16	7	19	3	G	B-	(vi)	1d 1f 2b-
3	2	8	0.5	1	6	18	9	14	12	10	15	C	B-	V7b/V	1c 1e- 1g 1b-
3	2.5	8.5	0.5	1	9	14	12	17	8	13	11	C	B-	(V7b/V)	1c 1d 1g 1b-
3	3	9	0.5	1	12	10	15	6	18	9	14	F	B-	V7d	1c 1e- 1f 1a
3	3.5	9.5	0.5	1	16	7	19	3	15	13	11	F	B-	(V7d)	1c 2f 1a
4	1	10	2	4	15	13	11	16	7	19	3	B-	B-	I;	1d 1f 2b-
4	3	12	1	2	21	5	17	8	13	11	9	D	B-	V/VI	1d 1f# 2a
5	1	13	0.5	1	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
5	1.5	13.5	0.5	1	13	11	9	21	5	17	8	G	B-	(vi)	2d 1g 1b-
5	2	14	0.5	1	11	16	7	19	3	15	13	G	B-	(vi)	1d 2g 1b-
5	2.5	14.5	0.5	1	14	12	10	15	6	18	9	G	B-	(vi)	1d 1f 1g 1b-
5	3	15	0.5	1	10	15	6	18	9	14	12	G	B-	(vi)	1d 1e- 1g 1b-
5	3.5	15.5	0.5	1	13	11	9	21	5	17	8	G	B-	(vi)	2d 1g 1b-
6	1	16	0.5	1	6	18	9	14	12	10	15	E-	B-	IV7	1c 1e- 1g 1b-
6	1.5	16.5	0.5	1	5	17	15	13	11	9	14	E-	B-	(IV7)	2c 1g 1b-
6	2	17	0.5	1	16	7	19	3	15	13	11	F	B-	V	1c 2f 1a
6	2.5	17.5	0.5	1	12	10	15	6	18	9	14	F	B-	(V)	1c 1e- 1f 1a
6	3	18	0.5	1	16	7	12	17	8	20	4	B-	B-	Ib	2d 1f 1b-
6	3.5	18.5	0.5	1	12	10	15	13	11	16	7	B-	B-	(Ib)	1c 1d 1f 1b-
7	1	19	0.5	1	9	14	12	10	15	13	11	F	B-	V7b	1c 1e- 1f 1b-
7	1.5	19.5	0.5	1	12	10	15	6	18	9	14	F	B-	(V7b)	1c 1e- 1f 1a
7	2	20	0.5	1	15	13	11	16	7	19	3	B-	B-	I	1d 1f 2b-
7	2.5	20.5	0.5	1	12	10	15	13	11	16	7	B-	B-	(I)	1c 1d 1f 1b-
7	3	21	0.5	1	16	7	12	17	8	20	4	B-	B-	(I)	2d 1f 1b-
7	3.5	21.5	0.5	1	13	11	9	14	12	17	8	B-	B-	(I)	1d 1e- 1f 1b-
8	1	22	2	4	16	7	19	3	15	13	11	F	B-	V;	1c 2f 1a
8	3	24	1	2	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
9	1	25	0.5	1	11	9	21	5	17	8	13	F	B-	V	2c 1f 1a
9	1.5	25.5	0.5	1	10	8	20	4	16	14	12	F	B-	(V)	2c 2f
9	2	26	0.5	1	7	12	17	8	13	11	16	F	B-	(V)	2c 1f 1g
9	2.5	26.5	0.5	1	11	9	21	5	17	8	13	F	B-	(V)	2c 1f 1a
9	3	27	0.5	1	15	13	11	16	7	19	3	G	B-	vi7	1d 1f 2b-
9	3.5	27.5	0.5	1	12	17	8	20	4	16	7	G	B-	(vi7)	1d 1g 2b-
10	1	28	0.5	1	6	18	9	14	12	10	15	C	B-	ii7	1c 1e- 1g 1b-
10	1.5	28.5	0.5	1	9	14	12	17	8	13	11	C	B-	(ii7)	1c 1d 1g 1b-
10	2	29	0.5	1	12	10	15	6	18	9	14	F	B-	V7d	1c 1e- 1f 1a
10	2.5	29.5	0.5	1	12	10	15	6	18	9	14	F	B-	(V7d)	1c 1e- 1f 1a
10	3	30	0.5	1	12	17	8	20	4	16	7	G	B-	vi	1d 1g 2b-
10	3.5	30.5	0.5	1	14	12	10	22	6	18	2	G	B-	(vi)	2d 2b-
11	1	31	0.5	1	8	20	4	16	7	12	17	E-	B-	IV	1e- 2g 1b-
11	1.5	31.5	0.5	1	11	16	7	19	3	15	13	E-	B-	(IV)	1d 2g 1b-
11	2	32	0.5	1	9	14	12	10	15	6	18	A	B-	vii7D	1c 1e- 1g 1a
11	2.5	32.5	0.5	1	15	13	11	9	14	5	17	A	B-	(vii7D)	1e- 1g 2a
11	3	33	0.5	1	19	3	15	13	11	16	7	D	B-	V/VI	2d 1f# 1a
11	3.5	33.5	0.5	1	19	3	15	13	11	16	7	D	B-	(V/VI)	2d 1f# 1a
12	1	34	2	4	11	16	7	19	3	15	13	G	B-	vi;	1d 2g 1b-
12	3	36	1	2	16	7	19	3	15	13	11	F	B-	Vb	1c 2f 1a
13	1	37	0.5	1	16	7	12	17	8	20	4	B-	B-	I	2d 1f 1b-
13	1.5	37.5	0.5	1	13	4	16	14	12	17	8	B-	B-	(I)	1c 2d 1f
13	2	38	0.5	1	16	7	12	17	8	20	4	B-	B-	(I)	2d 1f 1b-
13	2.5	38.5	0.5	1	19	3	15	13	11	16	7	B-	B-	(I)	2d 1f 1a
13	3	39	0.5	1	11	16	7	19	3	15	13	G	B-	vi	1d 2g 1b-
13	3.5	39.5	0.5	1	14	12	10	15	6	18	9	G	B-	(vi)	1d 1f 1g 1b-
14	1	40	0.5	1	12	10	15	6	18	9	14	F	B-	V7d	1c 1e- 1f 1a
14	1.5	40.5	0.5	1	13	11	16	7	12	10	15	F	B-	(V7d)	1c 1f 1g 1a
14	2	41	0.5	1	16	7	19	3	15	13	11	F	B-	(V7d)	1c 2f 1a
14	2.5	41.5	0.5	1	12	10	15	6	18	9	14	F	B-	(V7d)	1c 1e- 1f 1a
14	3	42	0.5	1	16	7	12	10	15	13	11	D	B-	iii7	1d 1e- 1f 1a
