#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
12	3.5	35.5	0.25	1	11	9	14	12	17	8	13	D	F	vi7	1c 1d 1e 1a
12	3.75	35.75	0.25	1	15	6	18	9	14	12	10	D	F	(vi7)	1c 1d 1f 1a
13	1	36	0.5	2	10	15	6	18	9	14	12	E	F	vii7d	1d 1e 1g 1b-
13	1.5	36.5	0.5	2	13	11	9	14	12	17	8	E	F	(vii7d)	1d 1e 1f 1b-
13	2	37	0.5	2	9	14	12	10	15	6	18	A	F	V7d/vi	1c# 1e 1g 1a
13	2.5	37.5	0.5	2	8	20	4	16	7	12	17	A	F	(V7d/vi)	1e 2g 1b
13	3	38	0.5	2	9	14	12	10	15	6	18	A	F	(V7d/vi)	1c# 1e 1g 1a
13	3.5	38.5	0.5	2	8	13	11	9	21	5	17	A	F	Vb/vi	1c# 2e 1a
14	1	39	3	12	21	5	17	8	13	11	9	D	F	vi;	1d 1f 2a
15	1	42	0.5	2	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
15	1.5	42.5	0.5	2	18	9	14	12	10	15	6	B-	F	(IV)	1d 1f 1a 1b-
15	2	43	0.5	2	8	20	4	16	7	12	17	E	F	viib	1e 2g 1b-
15	2.5	43.5	0.5	2	7	19	3	15	6	11	23	E	F	(viib)	1e 3g
15	3	44	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
16	1	45	0.5	2	5	17	8	13	11	9	21	C	F	Vb	1c 1e 2g
16	1.5	45.5	0.5	2	11	9	14	12	10	15	13	C	F	(Vb)	1c 1d 1f 1g
16	2	46	1	4	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
16	3	47	1	4	6	18	9	14	12	10	15	C	F	V7	1c 1e 1g 1b-
17	1	48	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
17	2	49	1	4	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
17	3	50	1	4	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
18	1	51	0.5	2	9	14	12	10	8	13	18	C	F	V	1c 1f 2g
18	1.5	51.5	0.5	2	12	17	8	13	4	16	14	C	F	(V)	1f 2g 1b-
18	2	52	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
18	2.5	52.5	0.5	2	6	11	16	14	12	10	15	C	F	(V)	2c 1d 1g
18	3	53	1	4	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
19	1	54	3	12	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
