#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
8	3.5	31.5	0.5	2	19	3	15	13	11	16	7	D	F	(VI;)	2d 1f# 1a
8	4	32	0.5	2	13	11	9	21	5	17	8	G	F	iib	2d 1g 1b-
8	4.5	32.5	0.5	2	14	12	10	15	6	18	9	G	F	V7b/V	1d 1f 1g 1b
9	1	33	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
9	1.5	33.5	0.5	2	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
9	2	34	0.5	2	16	7	12	10	15	13	11	D	F	vi	1d 1e 1f 1a
9	2.5	34.5	0.5	2	19	3	15	13	11	16	7	D	F	(vi)	2d 1f 1a
9	3	35	0.5	2	9	14	5	17	8	13	18	C	F	Vb	1d 1e 2g
9	3.5	35.5	0.5	2	5	17	8	13	11	9	21	C	F	(Vb)	1c 1e 2g
9	4	36	0.5	2	13	11	16	7	12	10	15	F	F	I	1c 1f 1g 1a
9	4.5	36.5	0.25	1	16	7	19	3	15	13	11	F	F	(I)	1c 2f 1a
9	4.75	36.75	0.25	1	12	10	15	6	18	9	14	F	F	(I)	1c 1e 1f 1a
10	1	37	0.5	2	11	9	21	5	17	8	13	F	F	Ib	2c 1f 1a
10	1.5	37.5	0.25	1	14	12	17	8	13	11	9	F	F	(Ib)	1c 1f 1a 1b-
10	1.75	37.75	0.25	1	11	9	21	5	17	8	13	F	F	(Ib)	2c 1f 1a
10	2	38	0.5	2	20	4	16	7	12	17	8	D	F	vi	1d 2f 1a
10	2.5	38.5	0.5	2	17	8	20	4	16	7	12	D	F	(vi)	1c 1f 2a
10	3	39	1	4	14	12	10	15	6	18	9	G	F	ii7b	1d 1f 1g 1b-
10	4	40	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
10	4.5	40.5	0.5	2	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
11	1	41	3	12	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
