#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
0	4.5	0.5	0.5	2	10	15	13	11	9	14	12	F	F	(I)	1c 1f 1g 1b-
1	1	1	0.25	1	11	9	21	5	17	8	13	F	F	I7b	2c 1f 1a
1	1.25	1.25	0.25	1	15	6	18	9	14	12	10	F	F	(I7b)	1c 1d 1f 1a
1	1.5	1.5	0.5	2	12	10	15	6	18	9	14	F	F	(I7b)	1c 1e- 1f 1a
1	2	2	0.5	2	9	14	12	10	15	13	11	B-	F	IV	1c 1e- 1f 1b-
1	2.5	2.5	0.25	1	15	13	11	16	7	19	3	B-	F	(IV)	1d 1f 2b-
1	2.75	2.75	0.25	1	18	9	14	12	10	15	6	B-	F	(IV)	1d 1f 1a 1b-
1	3	3	0.5	2	6	18	9	14	12	10	15	C	F	V7c	1c 1e 1g 1b-
1	3.5	3.5	0.5	2	5	17	15	13	11	9	14	C	F	(V7c)	2c 1g 1b-
1	4	4	0.5	2	11	9	21	5	17	8	13	F	F	Ib	2c 1f 1a
1	4.5	4.5	0.5	2	3	15	13	11	16	7	19	F	F	(Ib)	2c 1e 1g
2	1	5	1	4	15	6	18	9	14	12	10	D	F	vi7b	1c 1d 1f 1a
2	2	6	0.5	2	11	16	7	19	3	15	13	G	F	V/V	1d 2g 1b
2	2.5	6.5	0.5	2	14	12	10	15	6	18	9	G	F	(V/V)	1d 1f 1g 1b
2	3	7	1	4	3	15	13	11	16	7	19	C	F	V;	2c 1e 1g
2	4	8	1	4	13	11	16	7	19	3	15	A	F	iii	1c 1e 2a
3	1	9	0.5	2	16	7	12	10	15	13	11	D	F	vi	1d 1e 1f 1a
3	1.5	9.5	0.5	2	19	3	15	13	11	16	7	D	F	(vi)	2d 1f 1a
3	2	10	0.5	2	9	14	5	17	8	13	18	C	F	Vb	1d 1e 2g
3	2.5	10.5	0.5	2	5	17	8	13	11	9	21	C	F	(Vb)	1c 1e 2g
3	3	11	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
3	3.5	11.5	0.25	1	16	7	12	10	15	13	11	F	F	(I)	1d 1e 1f 1a
3	3.75	11.75	0.25	1	13	11	9	7	19	10	15	F	F	(I)	2e 1f 1a
3	4	12	0.5	2	17	8	13	11	9	21	5	B-	F	IVb	1d 2f 1b-
3	4.5	12.5	0.5	2	15	13	11	16	7	19	3	B-	F	(IVb)	1d 1f 2b-
4	1	13	0.5	2	11	9	21	5	17	8	13	F	F	Ic	2c 1f 1a
4	1.5	13.5	0.25	1	7	12	17	8	20	4	16	F	F	(Ic)	2c 1e 1a
4	1.75	13.75	0.25	1	10	8	20	11	16	7	12	F	F	(Ic)	2c 1d 1a
4	2	14	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
4	2.5	14.5	0.25	1	6	11	16	7	19	10	15	C	F	(V)	2c 1e 1f
4	2.75	14.75	0.25	1	9	14	12	10	15	13	11	C	F	(V)	1c 1e 1f 1b-
4	3	15	1	4	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
4	4	16	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
5	1	17	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
5	1.5	17.5	0.5	2	12	10	15	6	18	9	14	F	F	(I)	1c 1e 1f 1a
5	2	18	0.5	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
5	2.5	18.5	0.5	2	15	6	18	9	14	12	10	D	F	(vi)	1c 1d 1f 1a
5	3	19	1	4	14	12	10	15	6	18	9	G	F	V7b/V	1d 1f 1g 1b
5	4	20	1	4	13	11	16	7	19	3	15	A	F	Vb/vi	1c# 1e 2a
6	1	21	0.5	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
6	1.5	21.5	0.5	2	4	16	7	12	17	8	20	C	F	Vb	1c 2e 1g
6	2	22	0.5	2	15	6	18	9	14	12	10	D	F	vi7b	1c 1d 1f 1a
6	2.5	22.5	0.25	1	11	16	7	19	3	15	13	G	F	V/V	1d 2g 1b
6	2.75	22.75	0.25	1	14	12	10	15	6	18	9	G	F	(V/V)	1d 1f 1g 1b
6	3	23	1	4	3	15	13	11	16	7	19	C	F	V;	2c 1e 1g
6	4	24	1	4	12	10	15	6	18	9	14	F	F	V7b/IV	1c 1e- 1f 1a
7	1	25	0.5	2	16	7	12	17	8	20	4	B-	F	IV	2d 1f 1b-
7	1.5	25.5	0.5	2	10	15	6	18	9	14	12	E	F	(vii7c)	1d 1e 1g 1b-
7	2	26	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
7	2.5	26.5	0.25	1	10	15	13	11	9	14	12	F	F	(I)	1c 1f 1g 1b-
7	2.75	26.75	0.25	1	14	12	17	8	13	11	9	F	F	(I)	1c 1f 1a 1b-
7	3	27	0.5	2	7	12	17	8	13	11	16	C	F	Vb	2c 1f 1g
7	3.5	27.5	0.5	2	3	15	13	11	16	7	19	C	F	(Vb)	2c 1e 1g
7	4	28	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
7	4.5	28.5	0.5	2	17	8	13	11	9	21	5	B-	F	IVc	1d 2f 1b-
8	1	29	0.5	2	12	10	15	6	18	9	14	F	F	V7/IV	1c 1e- 1f 1a
8	1.5	29.5	0.5	2	12	10	15	6	18	9	14	F#	F	viioD7/ii	1c 1e- 1f# 1a
8	2	30	0.5	2	15	13	11	16	7	12	10	A	F	v/VI	1d 1g 1a 1b-
8	2.5	30.5	0.5	2	11	16	7	19	3	15	13	A	F	(v/VI)	1d 2g 1b-
8	3	31	0.5	2	16	7	12	17	8	13	11	D	F	VI;	2d 1g 1a
