#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	2	7	19	3	15	13	11	16	E	E	I	2e 1g# 1b
1	1	1	0.5	1	12	17	8	13	11	16	7	E	E	I	1e 1f# 2b
1	1.5	1.5	0.5	1	9	21	5	17	8	13	11	E	E	(I)	1e 1g# 2b
1	2	2	1	2	18	9	14	12	10	15	6	B	E	V7b	1d# 1f# 1a 1b
1	3	3	0.5	1	7	19	3	15	13	11	16	E	E	I	2e 1g# 1b
1	3.5	3.5	0.5	1	8	13	11	9	21	5	17	A	E	IVc	1c# 2e 1a
1	4	4	1	2	10	15	6	18	9	14	12	E	E	V7b/IV	1d 1e 1g# 1b
2	1	5	0.5	1	10	15	13	11	16	7	12	A	E	IV	1c# 1e 1a 1b
2	1.5	5.5	0.5	1	17	8	20	4	16	7	12	F#	E	iib	1c# 1f# 2a
2	2	6	0.5	1	12	17	8	20	4	16	7	G	E	-IIIb	1d 1g 2b
2	2.5	6.5	0.5	1	6	18	9	14	12	10	15	C#	E	viio7/-VII	1c# 1e 1g 1b
2	3	7	1	2	19	3	15	13	11	16	7	D	E	-VII;	2d 1f# 1a
2	4	8	0.5	1	15	13	11	16	7	19	3	B	E	Vb	1d# 1f# 2b
2	4.5	8.5	0.5	1	18	9	14	12	10	15	6	B	E	(Vb)	1d# 1f# 1a 1b
3	1	9	0.5	1	7	19	3	15	13	11	16	E	E	I	2e 1g# 1b
3	1.5	9.5	0.5	1	13	11	9	7	19	10	15	E	E	(I)	2e 1f# 1a
3	2	10	0.5	1	7	19	3	15	13	11	16	E	E	I	2e 1g# 1b
3	2.5	10.5	0.5	1	14	12	10	15	6	18	9	E	E	(I)	1d# 1f# 1g# 1b
3	3	11	0.5	1	3	15	13	11	16	7	19	C#	E	vi	2c# 1e 1g#
3	3.5	11.5	0.5	1	7	12	10	15	13	11	16	C#	E	(vi)	1c# 1d# 1e 1g#
3	4	12	0.5	1	12	10	15	6	18	9	14	F#	E	V7d/V	1c# 1e 1f# 1a#
3	4.5	12.5	0.5	1	16	7	19	3	15	13	11	F#	E	(V7d/V)	1c# 2f# 1a#
4	1	13	0.5	1	17	8	13	11	9	21	5	B	E	Vb	1d# 2f# 1b
