#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	0	0	1	4	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
0	1	1	1	4	21	5	17	8	13	11	9	D	G	Vb	1d 1f# 2a
0	2	2	1	4	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
0	3	3	1	4	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
2	1	4	0.5	2	9	14	5	17	8	13	18	E	G	vi7	1d 1e 2g
2	1.5	4.5	0.5	2	5	17	8	13	11	9	21	C#	G	viio7b/V	1c# 1e 2g
2	2	5	0.5	2	20	4	16	7	12	17	8	D	G	V	1d 2f# 1a
2	2.5	5.5	0.5	2	17	8	13	11	9	14	12	D	G	(V)	1d 1f# 1g 1a
2	3	6	0.5	2	13	11	16	7	19	3	15	A	G	ii	1c# 1e 2a
2	3.5	6.5	0.5	2	9	14	12	10	15	6	18	A	G	ii7	1c# 1e 1g 1a
2	4	7	1	4	19	3	15	13	11	16	7	D	G	V;	2d 1f# 1a
3	1	8	1	4	7	19	3	15	13	11	16	E	G	vi	2e 1g 1b
3	2	9	1	4	21	5	17	8	13	11	9	D	G	Vb	1d 1f# 2a
3	3	10	0.5	2	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
3	3.5	10.5	0.5	2	14	12	10	15	6	18	9	G	G	(I)	1d 1f# 1g 1b
3	4	11	1	4	3	15	13	11	16	7	19	C	G	IVb	2c 1e 1g
4	1	12	0.5	2	13	11	9	21	5	17	8	G	G	Ic	2d 1g 1b
4	1.5	12.5	0.5	2	9	14	12	17	8	13	11	G	G	(Ic)	1c 1d 1g 1b
4	2	13	0.5	2	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
4	2.5	13.5	0.5	2	15	6	18	9	14	12	10	D	G	(V)	1c 1d 1f# 1a
4	3	14	2	8	11	16	7	19	3	15	13	G	G	I;	1d 2g 1b
5	1	16	1	4	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
5	2	17	0.5	2	11	9	21	5	17	8	13	F#	G	viiob	2c 1f# 1a
5	2.5	17.5	0.5	2	7	12	17	8	20	4	16	F#	G	(viiob)	2c 1e 1a
5	3	18	0.5	2	16	7	12	17	8	20	4	B	G	iii	2d 1f# 1b
5	3.5	18.5	0.25	1	10	15	6	18	9	14	12	E	G	Vc/II	1d 1e 1g# 1b
5	3.75	18.75	0.25	1	14	12	10	15	6	18	9	E	G	(Vc/II)	1d 1f 1g# 1b
5	4	19	0.5	2	7	12	17	8	20	4	16	A	G	iib	2c 1e 1a
5	4.5	19.5	0.5	2	11	9	14	12	17	8	13	A	G	(iib)	1c 1d 1e 1a
6	1	20	0.5	2	7	19	3	15	13	11	16	E	G	vi	2e 1g 1b
6	1.5	20.5	0.5	2	10	15	6	18	9	14	12	E	G	(vi)	1d 1e 1g 1b
6	2	21	1	4	7	12	17	8	20	4	16	A	G	ii	2c 1e 1a
6	3	22	2	8	15	13	11	16	7	19	3	B	G	V/VI;	1d# 1f# 2b
7	1	24	0.5	2	13	11	9	21	5	17	8	G	G	I	2d 1g 1b
7	1.5	24.5	0.5	2	17	8	13	18	9	14	5	G	G	(I)	2d 1a 1b
7	2	25	1	4	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
7	3	26	0.5	2	3	15	13	11	16	7	19	C	G	IV	2c 1e 1g
7	3.5	26.5	0.5	2	6	18	9	14	12	10	15	C	G	(IV)	1c 1e 1g 1b
7	4	27	1	4	19	3	15	13	11	16	7	D	G	V	2d 1f# 1a
8	1	28	0.5	2	4	16	7	12	17	8	20	C	G	IVb	1c 2e 1g
8	1.5	28.5	0.5	2	12	10	15	6	18	9	14	C	G	(IVb)	1c 1e 1f# 1a
8	2	29	0.5	2	12	17	8	20	4	16	7	G	G	I	1d 1g 2b
8	2.5	29.5	0.5	2	6	18	9	14	12	10	15	G	G	(I)	1c# 1e 1g 1b
8	3	30	2	8	19	3	15	13	11	16	7	D	G	V;	2d 1f# 1a
9	1	32	0.5	2	11	16	7	19	3	15	13	G	G	I	1d 2g 1b
9	1.5	32.5	0.5	2	4	16	14	12	10	8	20	G	G	(I)	2c 2g
