#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
0	4.5	0.5	0.5	2	10	15	13	11	9	14	12	F	F	(I)	1c 1f 1g 1b-
1	1	1	0.5	2	11	9	21	5	17	8	13	F	F	Ib	2c 1f 1a
1	1.5	1.5	0.5	2	9	14	12	17	8	13	11	F	F	(Ib)	1c 1d 1g 1b-
1	2	2	0.5	2	7	12	17	8	20	4	16	A	F	iiib	2c 1e 1a
1	2.5	2.5	0.5	2	6	18	9	14	12	10	15	C	F	V7	1c 1e 1g 1b-
1	3	3	0.5	2	13	11	16	7	12	10	15	F	F	I	1c 1f 1g 1a
1	3.5	3.5	0.5	2	16	7	19	3	15	13	11	F	F	(I)	1c 2f 1a
1	4	4	0.5	2	7	12	17	8	13	11	16	C	F	V	2c 1f 1g
1	4.5	4.5	0.5	2	3	15	13	11	16	7	19	C	F	(V)	2c 1e 1g
2	1	5	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
2	1.5	5.5	0.5	2	12	10	15	6	18	9	14	F	F	(I)	1c 1e 1f 1a
2	2	6	1	4	11	16	7	19	3	15	13	G	F	II	1d 2g 1b
2	3	7	1	4	3	15	13	11	16	7	19	C	F	V;	2c 1e 1g
2	4	8	1	4	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
3	1	9	0.5	2	13	11	16	7	12	10	15	F	F	I	1c 1f 1g 1a
3	1.5	9.5	0.5	2	16	7	19	3	15	13	11	F	F	(I)	1c 2f 1a
3	2	10	0.5	2	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
3	2.5	10.5	0.5	2	7	12	17	8	20	4	16	A	F	iiib	2c 1e 1a
3	3	11	0.5	2	18	9	14	12	10	15	6	B-	F	IV7b	1d 1f 1a 1b-
3	3.5	11.5	0.25	1	11	16	7	19	3	15	13	G	F	ii	1d 2g 1b-
3	3.75	11.75	0.25	1	14	12	10	15	6	18	9	G	F	(ii)	1d 1f 1g 1b-
3	4	12	0.5	2	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
3	4.5	12.5	0.5	2	2	14	19	10	15	6	18	C	F	(Vb)	3c 1g
4	1	13	0.5	2	13	11	16	7	12	10	15	F	F	I	1c 1f 1g 1a
4	1.5	13.5	0.5	2	16	7	19	3	15	13	11	F	F	(I)	1c 2f 1a
4	2	14	0.5	2	7	12	17	8	13	11	16	C	F	V	2c 1f 1g
4	2.5	14.5	0.5	2	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
4	3	15	1	4	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
4	4	16	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
5	1	17	0.5	2	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
5	1.5	17.5	0.5	2	12	10	15	13	11	16	7	B-	F	(IV)	1c 1d 1f 1b-
5	2	18	0.5	2	18	2	14	12	10	22	6	B-	F	IVb	2d 2f
5	2.5	18.5	0.5	2	12	10	8	13	11	16	14	B-	F	(IVb)	1d 1e 1f 1g
5	3	19	0.5	2	17	8	20	4	16	7	12	F	F	I	1c 1f 2a
5	3.5	19.5	0.5	2	14	12	17	8	13	4	16	F	F	(I)	1c 1g 2a
5	4	20	0.5	2	11	9	21	5	17	8	13	F	F	Ib	2c 1f 1a
5	4.5	20.5	0.5	2	12	10	15	6	18	9	14	F#	F	viioD7/ii	1c 1e- 1f# 1a
6	1	21	0.5	2	15	13	11	16	7	12	10	G	F	ii	1d 1g 1a 1b-
6	1.5	21.5	0.25	1	15	13	11	16	7	12	10	G	F	(ii)	1d 1g 1a 1b-
6	1.75	21.75	0.25	1	18	9	14	12	10	15	6	G	F	(ii)	1d 1f# 1a 1b-
6	2	22	0.5	2	12	17	8	20	4	16	7	G	F	iib	1d 1g 2b-
6	2.5	22.5	0.5	2	9	14	12	17	8	13	11	G	F	(iib)	1c 1d 1g 1b-
6	3	23	0.5	2	16	7	12	17	8	13	11	D	F	V/ii;	2d 1g 1a
6	3.5	23.5	0.5	2	19	3	15	13	11	16	7	D	F	(V/ii;)	2d 1f# 1a
6	4	24	1	4	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
7	1	25	0.5	2	13	11	16	7	19	3	15	A	F	iii	1c 1e 2a
7	1.5	25.5	0.5	2	9	14	12	10	15	6	18	A	F	(iii)	1c 1e 1g 1a
7	2	26	0.5	2	16	7	12	17	8	20	4	B-	F	IV	2d 1f 1b-
7	2.5	26.5	0.5	2	10	15	6	18	9	14	12	B-	F	(IV)	1d 1e 1g 1b-
7	3	27	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
7	3.5	27.5	0.5	2	8	13	11	9	14	12	17	F	F	(I)	1c 1e 1f 1g
7	4	28	0.5	2	15	6	18	9	14	12	10	D	F	vi7	1c 1d 1f 1a
7	4.5	28.5	0.5	2	19	3	15	13	11	16	7	D	F	(vi7)	2d 1f 1a
8	1	29	0.5	2	13	18	9	14	5	17	8	G	F	ii7	1f 1g 2b-
8	1.5	29.5	0.5	2	16	14	12	10	8	13	11	G	F	(ii7)	1f 1g 1a 1b-
8	2	30	0.5	2	10	15	13	11	9	14	12	C	F	V	1c 1f 1g 1b-
8	2.5	30.5	0.25	1	3	15	13	11	16	7	19	C	F	(V)	2c 1e 1g
8	2.75	30.75	0.25	1	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
8	3	31	1	4	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
