#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
1	1	1	0.5	1	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
1	1.5	1.5	0.5	1	9	21	5	17	8	13	11	B-	F	(IV)	1e 1g 2b-
1	2	2	1	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
1	3	3	0.5	1	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
1	3.5	3.5	0.5	1	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
1	4	4	1	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
2	1	5	1	2	10	15	6	18	9	14	12	E	F	vii7b	1d 1e 1g 1b-
2	2	6	0.5	1	13	11	16	7	19	3	15	A	F	V/vi	1c# 1e 2a
2	2.5	6.5	0.5	1	9	14	12	10	15	6	18	A	F	(V/vi)	1c# 1e 1g 1a
2	3	7	1	2	19	3	15	13	11	16	7	D	F	vi;	2d 1f 1a
2	4	8	1	2	19	3	15	13	11	16	7	D	F	V/ii	2d 1f# 1a
3	1	9	0.5	1	11	16	7	19	3	15	13	G	F	ii	1d 2g 1b-
3	1.5	9.5	0.5	1	18	9	14	12	10	15	6	G	F	(ii)	1d 1f 1a 1b-
3	2	10	1	2	6	18	9	14	12	10	15	C	F	V7d	1c 1e 1g 1b-
3	3	11	0.5	1	17	8	20	4	16	7	12	F	F	I	1c 1f 2a
3	3.5	11.5	0.5	1	16	7	19	3	15	13	11	F	F	(I)	1c 2f 1a
3	4	12	0.5	1	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
3	4.5	12.5	0.5	1	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
4	1	13	3	6	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
4	4	16	0.5	1	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
4	4.5	16.5	0.5	1	9	14	12	10	15	6	18	F	F	(I)	1c 1e 1g 1a
5	1	17	1	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
5	2	18	1	2	15	6	18	9	14	12	10	D	F	V7d/ii	1c 1d 1f# 1a
5	3	19	0.5	1	12	17	8	20	4	16	7	G	F	iib	1d 1g 2b-
5	3.5	19.5	0.5	1	15	13	11	16	7	12	10	G	F	(iib)	1d 1g 1a 1b-
5	4	20	1	2	11	16	7	19	3	15	13	G	F	ii	1d 2g 1b-
6	1	21	1	2	8	13	18	9	14	5	17	F	F	Ib	2c 1g 1a
6	2	22	0.5	1	11	9	21	5	17	8	13	F	F	(Ib)	2c 1f 1a
6	2.5	22.5	0.5	1	8	13	18	9	14	12	10	F	F	(Ib)	2c 1f 1b-
6	3	23	1	2	3	15	13	11	16	7	19	C	F	V;	2c 1e 1g
6	4	24	1	2	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
7	1	25	1	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
7	2	26	1	2	12	10	15	6	18	9	14	F#	F	viioD7/ii	1c 1e- 1f# 1a
7	3	27	1	2	11	16	7	19	3	15	13	G	F	ii	1d 2g 1b-
7	4	28	1	2	14	12	10	15	6	18	9	G#	F	viioD7/iii	1d 1f 1g# 1b
8	1	29	0.5	1	12	10	8	13	18	9	14	A	F	iii	1d 2e 1a
8	1.5	29.5	0.5	1	16	7	12	10	15	13	11	A	F	(iii)	1d 1e 1f 1a
8	2	30	1	2	9	14	12	10	15	6	18	A	F	V7/vi	1c# 1e 1g 1a
8	3	31	1	2	16	7	12	17	8	20	4	B-	F	IV;	2d 1f 1b-
8	4	32	1	2	17	8	20	4	16	7	12	F#	F	viib/ii	1c 1f# 2a
9	1	33	0.5	1	11	16	7	19	3	15	13	G	F	ii	1d 2g 1b-
9	1.5	33.5	0.5	1	18	9	14	12	10	15	6	G	F	(ii)	1d 1f 1a 1b-
9	2	34	1	2	6	18	9	14	12	10	15	C	F	V7d	1c 1e 1g 1b-
9	3	35	0.5	1	17	8	20	4	16	7	12	F	F	Ib	1c 1f 2a
9	3.5	35.5	0.5	1	14	12	17	8	13	11	9	F	F	(Ib)	1c 1f 1a 1b-
9	4	36	0.5	1	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
9	4.5	36.5	0.5	1	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
10	1	37	3	6	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
