#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	4	13	11	16	7	19	3	15	A	a	i	1c 1e 2a
1	1	1	1	4	13	11	16	7	19	3	15	A	a	i	1c 1e 2a
1	2	2	1	4	9	21	5	17	8	13	11	E	a	Vb	1e 1g# 2b
1	3	3	1	4	13	11	16	7	19	3	15	A	a	i	1c 1e 2a
1	4	4	1	4	19	3	15	13	11	16	7	D	a	Vb/-VII	2d 1f# 1a
2	1	5	0.5	2	11	16	7	19	3	15	13	G	a	-VII	1d 2g 1b
2	1.5	5.5	0.5	2	8	20	4	16	7	12	17	G	a	(-VII)	1e 2g 1b
2	2	6	1	4	17	8	13	11	9	21	5	B	a	Vb/V	1d# 2f# 1b
2	3	7	1	4	7	19	3	15	13	11	16	E	a	v;	2e 1g 1b
2	4	8	1	4	3	15	13	11	16	7	19	C	a	III	2c 1e 1g
3	1	9	1	4	17	8	20	4	16	7	12	F	a	VI	1c 1f 2a
3	2	10	1	4	19	3	15	13	11	16	7	D	a	iv	2d 1f 1a
3	3	11	0.5	2	10	15	6	18	9	14	12	E	a	V7b	1d 1e 1g# 1b
3	3.5	11.5	0.5	2	11	16	7	12	10	15	13	E	a	(V7b)	1e 1f 1g# 1b
3	4	12	0.5	2	7	19	3	15	13	11	16	E	a	(V7b)	2e 1g# 1b
3	4.5	12.5	0.5	2	10	15	6	18	9	14	12	E	a	(V7b)	1d 1e 1g# 1b
4	1	13	3	12	13	11	16	7	19	3	15	A	a	i;	1c 1e 2a
4	4	16	1	4	13	11	16	7	19	3	15	A	a	i	1c 1e 2a
5	1	17	1	4	19	3	15	13	11	16	7	D	a	iv	2d 1f 1a
5	2	18	1	4	15	6	18	9	14	12	10	D	a	iv7	1c 1d 1f 1a
5	3	19	1	4	5	17	8	13	11	9	21	C	a	IIIc	1c 1e 2g
5	4	20	1	4	11	16	7	19	3	15	13	G	a	-VII	1d 2g 1b
6	1	21	3	12	3	15	13	11	16	7	19	C	a	III;	2c 1e 1g
6	4	24	1	4	11	16	7	19	3	15	13	G	a	-VII	1d 2g 1b
7	1	25	1	4	3	15	13	11	16	7	19	C	a	IIIb	2c 1e 1g
7	2	26	0.5	2	13	4	16	14	12	17	8	B	a	iiob	1c 2d 1f
7	2.5	26.5	0.5	2	16	7	12	17	8	20	4	B	a	(iiob)	2d 1f 1b
7	3	27	0.5	2	6	18	9	14	12	10	15	C	a	III	1c 1e 1g 1b
7	3.5	27.5	0.5	2	5	17	8	13	11	9	21	C	a	(III)	1c 1e 2g
7	4	28	0.5	2	13	11	16	7	19	3	15	A	a	i	1c 1e 2a
7	4.5	28.5	0.5	2	9	14	12	10	15	6	18	A	a	(i)	1c 1e 1g 1a
8	1	29	0.5	2	13	4	16	14	12	17	8	D	a	V7/-VII	1c 2d 1f#
8	1.5	29.5	0.5	2	9	7	12	17	15	13	11	D	a	(V7/-VII)	1c 2d 1e
8	2	30	0.5	2	16	7	12	17	8	20	4	D	a	(V7/-VII)	2d 1f# 1b
8	2.5	30.5	0.5	2	19	3	15	13	11	16	7	D	a	(V7/-VII)	2d 1f# 1a
8	3	31	1	4	11	16	7	19	3	15	13	G	a	-VII;	1d 2g 1b
8	4	32	1	4	11	16	7	19	3	15	13	G	a	-VII	1d 2g 1b
9	1	33	1	4	3	15	13	11	16	7	19	C	a	IIIb	2c 1e 1g
9	2	34	1	4	6	18	9	14	12	10	15	C	a	III7	1c 1e 1g 1b
9	3	35	0.5	2	17	8	20	4	16	7	12	F	a	VI	1c 1f 2a
9	3.5	35.5	0.5	2	14	12	17	8	13	11	9	F	a	(VI)	1c 1f 1a 1b
9	4	36	1	4	12	10	15	6	18	9	14	F	a	VI7	1c 1e 1f 1a
10	1	37	0.5	2	16	7	12	17	8	20	4	B	a	iiob	2d 1f 1b
10	1.5	37.5	0.5	2	12	10	8	20	11	16	7	B	a	(iiob)	2d 1e 1b
10	2	38	1	4	15	6	18	9	14	12	10	D#	a	vii7/V	1c 1d# 1f# 1a
10	3	39	1	4	7	19	3	15	13	11	16	E	a	v;	2e 1g 1b
10	4	40	1	4	14	12	10	15	6	18	9	G	a	V7/III	1d 1f 1g 1b
11	1	41	1	4	3	15	13	11	16	7	19	C	a	III	2c 1e 1g
11	2	42	0.5	2	21	5	17	8	13	11	9	D	a	ivb	1d 1f 2a
11	2.5	42.5	0.5	2	18	9	14	12	10	15	6	D	a	(ivb)	1d 1f 1a 1b
11	3	43	0.5	2	8	13	11	9	21	5	17	A	a	ic	1c 2e 1a
11	3.5	43.5	0.25	1	11	16	7	12	17	8	13	A	a	(ic)	2e 1a 1b
11	3.75	43.75	0.25	1	14	12	10	8	20	4	16	A	a	(ic)	2e 2a
11	4	44	1	4	7	19	3	15	13	11	16	E	a	V	2e 1g# 1b
12	1	45	3	12	13	11	16	7	19	3	15	A	a	I;	1c# 1e 2a
