#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
1	1	1	0.5	2	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
1	1.5	1.5	0.5	2	6	18	9	14	12	10	15	C	F	(Vb)	1c 1e 1g 1b-
1	2	2	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
1	2.5	2.5	0.5	2	5	17	8	13	11	9	21	C	F	Vb	1c 1e 2g
1	3	3	0.5	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
1	3.5	3.5	0.5	2	13	11	9	14	12	17	8	D	F	(vi)	1d 1e 1f 1b-
1	4	4	1	4	11	9	21	5	17	8	13	F	F	Ib	2c 1f 1a
2	1	5	0.5	2	12	10	15	13	11	16	7	B-	F	IV	1c 1d 1f 1b-
2	1.5	5.5	0.25	1	12	10	15	13	11	16	7	B-	F	(IV)	1c 1d 1f 1b-
2	1.75	5.75	0.25	1	15	6	18	9	14	12	10	B-	F	(IV)	1c 1d 1f 1a
2	2	6	0.5	2	16	7	12	17	8	20	4	B-	F	IVb	2d 1f 1b-
2	2.5	6.5	0.5	2	13	11	9	14	12	17	8	B-	F	(IVb)	1d 1e 1f 1b-
2	3	7	1	4	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
2	4	8	1	4	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
3	1	9	1	4	15	6	18	9	14	12	10	D	F	vib	1c 1d 1f 1a
3	2	10	1	4	8	20	4	16	7	12	17	E	F	v/iii	1e 2g 1b
3	3	11	0.5	2	16	7	19	3	15	13	11	F	F	Ib	1c 2f 1a
3	3.5	11.5	0.5	2	14	12	10	15	6	18	9	G	F	V7b/V	1d 1f 1g 1b
3	4	12	0.5	2	4	16	7	12	17	8	20	C	F	V	1c 2e 1g
3	4.5	12.5	0.5	2	6	18	2	14	12	10	22	C	F	Vb	2e 2g
4	1	13	0.5	2	20	4	16	7	12	17	8	D	F	vib	1d 2f 1a
4	1.5	13.5	0.5	2	17	1	13	18	9	21	5	D	F	(vib)	3d 1f
4	2	14	1	4	14	12	10	15	6	18	9	G	F	V7/V	1d 1f 1g 1b
4	3	15	1	4	1	13	18	9	21	5	17	C	F	V;	3c 1e
4	4	16	1	4	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
5	1	17	0.5	2	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
5	1.5	17.5	0.5	2	18	9	14	12	10	15	6	B-	F	(IV)	1d 1f 1a 1b-
5	2	18	1	4	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
5	3	19	0.5	2	16	7	12	17	8	20	4	B-	F	IVb	2d 1f 1b-
5	3.5	19.5	0.5	2	6	18	9	14	12	10	15	C	F	V7b	1c 1e 1g 1b-
5	4	20	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
5	4.5	20.5	0.5	2	14	12	17	8	13	11	9	F	F	(I)	1c 1f 1a 1b-
6	1	21	1	4	7	12	17	8	13	11	16	C	F	V	2c 1f 1g
6	2	22	1	4	3	15	13	11	16	7	19	C	F	(V)	2c 1e 1g
6	3	23	1	4	15	6	18	2	14	19	10	F	F	I;	1c 3f
7	1	25	2	8	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
7	3	27	2	8	17	8	20	4	16	7	12	F	F	I;	1c 1f 2a
8	1	29	2	8	2	14	19	10	15	6	18	C	F	V	3c 1g
8	3	31	2	8	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
9	1	33	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
9	1.5	33.5	0.5	2	13	11	16	7	12	10	15	F	F	(I)	1c 1f 1g 1a
9	2	34	0.5	2	17	8	20	4	16	7	12	F	F	Ib	1c 1f 2a
9	2.5	34.5	0.5	2	14	12	17	8	13	11	9	F	F	(Ib)	1c 1f 1a 1b-
9	3	35	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
9	3.5	35.5	0.5	2	10	8	13	18	9	14	12	C	F	(V)	1c 2d 1g
9	4	36	0.5	2	3	15	13	11	16	7	19	C	F	Vb	2c 1e 1g
9	4.5	36.5	0.5	2	5	17	15	13	11	9	14	C	F	(Vb)	2c 1g 1b-
10	1	37	0.5	2	17	8	20	4	16	7	12	F	F	I	1c 1f 2a
10	1.5	37.5	0.5	2	11	16	14	12	10	8	13	F	F	(I)	1c 1g 1a 1b-
10	2	38	0.5	2	12	10	22	6	18	2	14	F	F	Ib	2c 2a
10	2.5	38.5	0.5	2	13	11	16	14	12	10	8	F	F	(Ib)	1c 1d 1a 1b-
10	3	39	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
10	3.5	39.5	0.5	2	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
10	4	40	0.5	2	9	14	12	10	15	6	18	C	F	Vc	1c 1e 1g 1a
10	4.5	40.5	0.5	2	5	17	8	13	11	9	21	C	F	(Vc)	1c 1e 2g
11	1	41	0.5	2	16	7	19	3	15	13	11	F	F	I	1c 2f 1a
11	1.5	41.5	0.5	2	12	10	15	6	18	9	14	F	F	(I)	1c 1e 1f 1a
11	2	42	0.5	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
11	2.5	42.5	0.5	2	15	6	18	9	14	12	10	D	F	(vi)	1c 1d 1f 1a
11	3	43	0.5	2	14	12	10	15	6	18	9	G	F	ii7b	1d 1f 1g 1b-
11	3.5	43.5	0.5	2	13	11	9	14	5	17	15	G	F	(ii7b)	1d 1f 2g
11	4	44	0.5	2	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
11	4.5	44.5	0.5	2	6	18	9	14	12	10	15	C	F	(V)	1c 1e 1g 1b-
12	1	45	2	8	21	5	17	1	13	18	9	F	F	I;	3f 1a
12	3	47	0.5	2	19	3	15	13	11	16	7	D	F	vi	2d 1f 1a
12	3.5	47.5	0.5	2	16	7	19	3	15	13	11	D	F	(vi)	1c 2f 1a
12	4	48	0.5	2	8	20	4	16	7	12	17	E	F	viiob	1e 2g 1b-
12	4.5	48.5	0.5	2	12	17	8	13	11	9	14	E	F	(viiob)	1e 1g 1a 1b-
13	1	49	0.5	2	15	13	11	16	7	19	3	B-	F	IV	1d 1f 2b-
13	1.5	49.5	0.5	2	18	9	14	12	10	15	6	B-	F	(IV)	1d 1f 1a 1b-
13	2	50	1	4	3	15	13	11	16	7	19	C	F	V	2c 1e 1g
13	3	51	0.5	2	16	7	12	17	8	20	4	B-	F	IVb	2d 1f 1b-
13	3.5	51.5	0.5	2	10	15	6	18	9	14	12	B-	F	(IVb)	1d 1e 1g 1b-
13	4	52	0.5	2	17	8	20	4	16	7	12	F	F	I	1c 1f 2a
13	4.5	52.5	0.5	2	12	10	22	6	18	2	14	F	F	Ib	2c 2a
14	1	53	0.5	2	12	17	8	20	4	16	7	G	F	iib	1d 1g 2b-
14	1.5	53.5	0.25	1	11	16	7	19	3	15	13	G	F	(iib)	1d 2g 1b-
14	1.75	53.75	0.25	1	14	12	10	15	6	11	16	G	F	(iib)	1d 2g 1a
14	2	54	1	4	4	16	14	12	10	8	20	C	F	V	2c 2g
14	3	55	1	4	16	7	19	3	15	13	11	F	F	I;	1c 2f 1a
