#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
6	4	24	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
7	1	25	0.5	2	16	7	19	3	15	13	11	F	C	IV	1c 2f 1a
7	1.5	25.5	0.5	2	19	10	15	6	11	16	7	F	C	(IV)	2f 1a 1b
7	2	26	0.5	2	9	14	12	10	8	13	18	C	C	Ib	1c 1f 2g
7	2.5	26.5	0.5	2	5	17	8	13	11	9	21	C#	C	viib/ii	1c# 1e 2g
7	3	27	0.5	2	19	3	15	13	11	16	7	D	C	ii	2d 1f 1a
7	3.5	27.5	0.5	2	12	10	15	6	18	9	14	D	C	(ii)	1c# 1e 1f 1a
7	4	28	0.5	2	20	4	16	7	12	17	8	D	C	iib	1d 2f 1a
7	4.5	28.5	0.5	2	19	3	15	13	11	16	7	D	C	(iib)	2d 1f 1a
8	1	29	1	4	17	8	13	11	16	7	12	A	C	VI;	1d 1e 2a
8	2	30	1	4	13	11	16	7	19	3	15	A	C	(VI;)	1c# 1e 2a
8	4	32	1	4	3	15	13	11	16	7	19	C	C	Ib	2c 1e 1g
9	1	33	0.5	2	13	11	16	7	12	10	15	F	C	IV	1c 1f 1g 1a
9	1.5	33.5	0.25	1	12	10	15	6	18	9	14	F	C	(IV)	1c 1e 1f 1a
9	1.75	33.75	0.25	1	8	13	11	9	21	5	17	F	C	(IV)	1c 2e 1a
9	2	34	1	4	16	7	12	17	8	20	4	B	C	viib	2d 1f 1b
9	3	35	1	4	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
9	4	36	0.5	2	19	3	15	13	11	16	7	D	C	ii	2d 1f 1a
9	4.5	36.5	0.5	2	15	6	18	9	14	12	10	D	C	(ii)	1c 1d 1f 1a
10	1	37	0.5	2	10	15	6	18	9	14	12	C#	C	viioD7/ii	1d 1e 1g 1b-
10	1.5	37.5	0.5	2	6	18	9	14	12	10	15	C#	C	(viioD7/ii)	1c# 1e 1g 1b-
10	2	38	0.5	2	16	7	12	10	15	13	11	D	C	ii	1d 1e 1f 1a
10	2.5	38.5	0.5	2	19	3	15	13	11	16	7	D	C	(ii)	2d 1f 1a
10	3	39	0.5	2	17	8	13	11	16	7	12	A	C	VI;	1d 1e 2a
10	3.5	39.5	0.5	2	13	11	16	7	19	3	15	A	C	(VI;)	1c# 1e 2a
10	4	40	1	4	11	16	7	19	3	15	13	G	C	Vb	1d 2g 1b
11	1	41	0.5	2	4	16	7	12	17	8	20	A	C	V7b/ii	1c# 2e 1g
11	1.5	41.5	0.5	2	8	13	11	9	21	5	17	A	C	(V7b/ii)	1c# 2e 1a
11	2	42	0.5	2	18	9	14	12	10	15	6	A	C	V7b/ii	1d# 1f# 1a 1b
11	2.5	42.5	0.25	1	14	12	10	15	6	18	9	A	C	(V7b/ii)	1d# 1f# 1g 1b
11	2.75	42.75	0.25	1	17	8	13	11	9	21	5	A	C	(V7b/ii)	1d# 2f# 1b
11	3	43	1	4	7	19	3	15	13	11	16	E	C	iii;	2e 1g 1b
11	4	44	0.5	2	4	16	7	12	17	8	20	C	C	Ib	1c 2e 1g
11	4.5	44.5	0.5	2	15	6	18	9	14	12	10	D	C	V7b/V	1c 1d 1f# 1a
12	1	45	0.5	2	15	13	11	16	7	12	10	G	C	V	1d 1g 1a 1b
12	1.5	45.5	0.5	2	11	16	7	19	3	15	13	G	C	(V)	1d 2g 1b
12	2	46	0.5	2	16	7	12	17	8	13	11	D	C	V/V	2d 1g 1a
12	2.5	46.5	0.25	1	19	3	15	13	11	16	7	D	C	(V/V)	2d 1f# 1a
12	2.75	46.75	0.25	1	15	6	18	9	14	12	10	D	C	(V/V)	1c 1d 1f# 1a
12	3	47	1	4	11	16	7	19	3	15	13	G	C	V;	1d 2g 1b
12	4	48	1	4	11	16	7	19	3	15	13	G	C	Vb	1d 2g 1b
13	1	49	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
13	1.5	49.5	0.5	2	11	9	14	12	10	15	13	C	C	(I)	1c 1d 1f 1g
13	2	50	0.5	2	3	15	13	11	16	7	19	C	C	Ib	2c 1e 1g
13	2.5	50.5	0.5	2	5	17	15	13	11	9	14	C	C	V7/IV	2c 1g 1b-
13	3	51	0.5	2	17	8	20	4	16	7	12	F	C	IV	1c 1f 2a
13	3.5	51.5	0.25	1	22	6	18	2	14	12	10	F	C	(IV)	2f 2a
13	3.75	51.75	0.25	1	19	10	15	6	11	16	7	F	C	(IV)	2f 1a 1b
13	4	52	0.5	2	7	12	17	8	13	11	16	C	C	V/IV	2c 1f 1g
13	4.5	52.5	0.25	1	3	15	13	11	16	7	19	C	C	(V/IV)	2c 1e 1g
13	4.75	52.75	0.25	1	6	18	9	14	12	10	15	C	C	(V/IV)	1c 1e 1g 1b-
14	1	53	0.5	2	15	6	18	9	14	12	10	D	C	ii7d	1c 1d 1f 1a
14	1.5	53.5	0.5	2	14	12	10	15	6	18	9	G	C	V7b	1d 1f 1g 1b
14	2	54	0.5	2	7	12	10	15	13	11	16	C	C	I	1c 1d 1e 1g
14	2.5	54.5	0.5	2	3	15	13	11	16	7	19	C	C	(I)	2c 1e 1g
14	3	55	0.5	2	15	6	18	9	14	12	10	D	C	ii7b	1c 1d 1f 1a
14	3.5	55.5	0.25	1	16	7	12	17	8	20	4	B	C	viic	2d 1f 1b
14	3.75	55.75	0.25	1	19	3	15	13	11	16	7	B	C	(viic)	2d 1f 1a
14	4	56	0.5	2	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
14	4.5	56.5	0.5	2	14	12	10	15	6	18	9	G	C	(V)	1d 1f 1g 1b
15	1	57	4	16	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
