#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	0.5	2	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
0	4.5	0.5	0.5	2	7	12	17	8	13	11	16	C	C	(I;)	2c 1f 1g
1	1	1	1	4	6	18	9	14	12	10	15	C	C	V7d/IV	1c 1e 1g 1b-
1	2	2	1	4	17	8	20	4	16	7	12	F#	C	viib/V	1c 1f# 2a
1	3	3	1	4	11	16	7	19	3	15	13	G	C	V;	1d 2g 1b
1	4	4	1	4	11	16	7	19	3	15	13	G	C	Vb	1d 2g 1b
2	1	5	0.5	2	7	12	10	15	13	11	16	C	C	I	1c 1d 1e 1g
2	1.5	5.5	0.5	2	3	15	13	11	16	7	19	C	C	(I)	2c 1e 1g
2	2	6	0.5	2	8	13	11	16	7	12	17	G	C	V	1c 1d 2g
2	2.5	6.5	0.25	1	11	16	7	19	3	15	13	G	C	(V)	1d 2g 1b
2	2.75	6.75	0.25	1	14	12	10	15	6	18	9	G	C	(V)	1d 1f 1g 1b
2	3	7	1	4	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
2	4	8	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
3	1	9	1	4	11	16	7	19	3	15	13	G	C	Vb	1d 2g 1b
3	2	10	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
3	2.5	10.5	0.5	2	6	18	9	14	12	10	15	C	C	(I)	1c 1e 1g 1b
3	3	11	0.5	2	13	11	16	7	19	3	15	F#	C	viib/V	1c 1e 2a
3	3.5	11.5	0.5	2	17	8	20	4	16	7	12	F#	C	(viib/V)	1c 1f# 2a
3	4	12	1	4	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
4	1	13	0.5	2	3	15	13	11	16	7	19	C	C	Ib	2c 1e 1g
4	1.5	13.5	0.5	2	6	11	16	7	19	10	15	C	C	(Ib)	2c 1e 1f#
4	2	14	1	4	13	11	9	21	5	17	8	G	C	Ic/V	2d 1g 1b
4	3	15	1	4	9	14	12	10	15	6	18	A	C	ii7b/V	1c 1e 1g 1a
4	4	16	0.5	2	16	7	12	17	8	13	11	D	C	V/V	2d 1g 1a
4	4.5	16.5	0.25	1	19	3	15	13	11	16	7	D	C	(V/V)	2d 1f# 1a
4	4.75	16.75	0.25	1	15	6	18	9	14	12	10	D	C	(V/V)	1c 1d 1f# 1a
5	1	17	2	8	11	16	7	19	3	15	13	G	C	V;	1d 2g 1b
5	4	20	1	4	4	16	7	12	17	8	20	C	C	Ib	1c 2e 1g
6	1	21	0.5	2	12	10	15	6	18	9	14	D	C	ii7b	1c 1e 1f 1a
6	1.5	21.5	0.5	2	15	6	18	9	14	12	10	D	C	(ii7b)	1c 1d 1f 1a
6	2	22	0.5	2	12	17	8	20	4	16	7	E	C	V7b/vi	1d 1g# 2b
6	2.5	22.5	0.5	2	9	21	5	17	8	13	11	E	C	(V7b/vi)	1e 1g# 2b
6	3	23	1	4	13	11	16	7	19	3	15	A	C	vi;	1c 1e 2a
