#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
1	1	0	0.5	2	7	19	3	15	13	11	16	E-	E-	I	2e- 1g 1b-
1	1.5	0.5	0.5	2	11	16	7	12	10	15	13	E-	E-	(I)	1e- 1f 1g 1b-
1	2	1	0.5	2	8	20	4	16	7	12	17	E-	E-	Ib	1e- 2g 1b-
1	2.5	1.5	0.5	2	7	19	3	15	13	11	16	E-	E-	(Ib)	2e- 1g 1b-
1	3	2	0.5	2	7	12	17	8	20	4	16	A-	E-	IV	2c 1e- 1a-
1	3.5	2.5	0.5	2	3	15	13	11	16	7	19	A-	E-	(IV)	2c 1e- 1g
1	4	3	0.5	2	17	8	20	4	16	7	12	F	E-	iib	1c 1f 2a-
1	4.5	3.5	0.5	2	16	7	19	3	15	13	11	F	E-	(iib)	1c 2f 1a-
2	1	4	0.5	2	18	9	14	12	10	15	6	B-	E-	V7	1d 1f 1a- 1b-
2	1.5	4.5	0.5	2	10	15	6	18	9	14	12	B-	E-	(V7)	1d 1e- 1g 1b-
2	2	5	0.5	2	18	9	14	12	10	15	6	B-	E-	V7	1d 1f 1a- 1b-
2	2.5	5.5	0.25	1	14	12	10	15	13	11	9	B-	E-	(V7)	1d 1e- 1a- 1b-
2	2.75	5.75	0.25	1	18	9	14	12	10	15	6	B-	E-	(V7)	1d 1f 1a- 1b-
2	3	6	2	8	7	19	3	15	13	11	16	E-	E-	I;	2e- 1g 1b-
3	1	8	0.5	2	15	13	11	16	7	19	3	B-	E-	V	1d 1f 2b-
3	1.5	8.5	0.5	2	9	14	12	10	15	13	11	B-	E-	(V)	1c 1e- 1f 1b-
3	2	9	0.5	2	17	8	13	11	9	21	5	B-	E-	Vb	1d 2f 1b-
3	2.5	9.5	0.5	2	18	9	14	12	10	15	6	B-	E-	(Vb)	1d 1f 1a- 1b-
3	3	10	0.5	2	7	12	10	15	13	11	16	C	E-	vi	1c 1d 1e- 1g
3	3.5	10.5	0.25	1	7	12	10	15	13	11	16	C	E-	(vi)	1c 1d 1e- 1g
3	3.75	10.75	0.25	1	10	15	6	18	9	14	12	C	E-	(vi)	1d 1e- 1g 1b
3	4	11	0.5	2	4	16	7	12	17	8	20	C	E-	vi	1c 2e- 1g
3	4.5	11.5	0.5	2	12	10	15	6	18	9	14	F	E-	V7/V	1c 1e- 1f 1a
