#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
1	1	0	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
1	2	1	1	4	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
1	3	2	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
1	4	3	1	4	13	11	9	21	5	17	8	G	C	Vb	2d 1g 1b
2	1	4	0.5	2	13	11	16	7	19	3	15	A	C	vi	1c 1e 2a
2	1.5	4.5	0.5	2	17	8	20	4	16	7	12	A	C	(vi)	1c 1f# 2a
2	2	5	1	4	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
2	3	6	0.5	2	16	7	12	17	8	13	11	D	C	V/V	2d 1g 1a
2	3.5	6.5	0.5	2	19	3	15	13	11	16	7	D	C	(V/V)	2d 1f# 1a
2	4	7	1	4	11	16	7	19	3	15	13	G	C	V;	1d 2g 1b
3	1	8	1	4	3	15	13	11	16	7	19	C	C	Ib	2c 1e 1g
3	2	9	0.5	2	19	3	15	13	11	16	7	D	C	ii	2d 1f 1a
3	2.5	9.5	0.5	2	16	7	12	17	8	20	4	D	C	(ii)	2d 1f 1b
3	3	10	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
3	3.5	10.5	0.5	2	3	15	13	11	16	7	19	C	C	(I)	2c 1e 1g
3	4	11	0.5	2	13	11	9	21	5	17	8	G	C	Vb	2d 1g 1b
3	4.5	11.5	0.25	1	10	15	6	18	9	14	12	G	C	(Vb)	1d 1e 1g 1b
3	4.75	11.75	0.25	1	14	12	10	15	6	18	9	G	C	(Vb)	1d 1f 1g 1b
4	1	12	0.5	2	7	12	10	15	13	11	16	C	C	I	1c 1d 1e 1g
4	1.5	12.5	0.5	2	3	15	13	11	16	7	19	C	C	(I)	2c 1e 1g
4	2	13	0.5	2	8	13	11	16	7	12	17	G	C	V	1c 1d 2g
4	2.5	13.5	0.25	1	11	16	7	19	3	15	13	G	C	(V)	1d 2g 1b
4	2.75	13.75	0.25	1	7	19	10	15	6	11	16	G	C	(V)	1c 2g 1b
4	3	14	2	8	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
5	1	16	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
5	2	17	0.5	2	17	8	20	4	16	7	12	F	C	IVb	1c 1f 2a
5	2.5	17.5	0.25	1	14	12	17	8	13	11	9	F	C	(IVb)	1c 1f 1a 1b-
5	2.75	17.75	0.25	1	11	9	21	5	17	8	13	F	C	(IVb)	2c 1f 1a
5	3	18	1	4	6	18	9	14	12	10	15	C	C	I7b	1c 1e 1g 1b-
5	4	19	0.5	2	16	7	19	3	15	13	11	F	C	IV	1c 2f 1a
5	4.5	19.5	0.5	2	20	4	16	7	12	17	8	F	C	(IV)	1d 2f 1a
6	1	20	0.5	2	4	16	7	12	17	8	20	A	C	V7b/ii	1c# 2e 1g
6	1.5	20.5	0.5	2	9	14	12	10	15	6	18	A	C	(V7b/ii)	1c# 1e 1g 1a
6	2	21	0.5	2	19	3	15	13	11	16	7	D	C	ii	2d 1f 1a
6	2.5	21.5	0.25	1	17	8	13	18	9	14	5	D	C	(ii)	2d 1a 1b
6	2.75	21.75	0.25	1	13	11	9	21	5	17	8	D	C	(ii)	2d 1g# 1b
6	3	22	2	8	13	11	16	7	19	3	15	A	C	VI;	1c# 1e 2a
7	1	24	0.5	2	5	17	8	13	11	9	21	C	C	Ib	1c 1e 2g
7	1.5	24.5	0.5	2	9	14	5	17	8	13	18	C	C	(Ib)	1d 1e 2g
7	2	25	1	4	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
7	3	26	0.5	2	16	7	19	3	15	13	11	F	C	IV	1c 2f 1a
7	3.5	26.5	0.5	2	12	10	15	6	18	9	14	F	C	(IV)	1c 1e 1f 1a
7	4	27	1	4	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
8	1	28	0.5	2	17	8	20	4	16	7	12	F	C	IVb	1c 1f 2a
8	1.5	28.5	0.5	2	14	12	17	8	13	11	9	F	C	(IVb)	1c 1f 1a 1b
8	2	29	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
8	2.5	29.5	0.5	2	6	11	16	7	19	10	15	C	C	(I)	2c 1e 1f#
8	3	30	2	8	11	16	7	19	3	15	13	G	C	V;	1d 2g 1b
9	1	32	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
9	1.5	32.5	0.5	2	7	12	10	15	13	11	16	C	C	(I)	1c 1d 1e 1g
9	2	33	0.5	2	3	15	13	11	16	7	19	C	C	I	2c 1e 1g
9	2.5	33.5	0.5	2	6	18	9	14	12	10	15	C	C	(I)	1c 1e 1g 1b
9	3	34	0.5	2	20	4	16	7	12	17	8	D	C	ii	1d 2f 1a
9	3.5	34.5	0.5	2	17	8	13	11	9	21	5	D	C	(ii)	1d 2f 1b
9	4	35	0.5	2	4	16	7	12	17	8	20	C	C	Ib	1c 2e 1g
9	4.5	35.5	0.5	2	7	12	10	15	13	11	16	C	C	(Ib)	1c 1d 1e 1g
10	1	36	0.5	2	17	8	20	4	16	7	12	F	C	IV7	1c 1f 2a
10	1.5	36.5	0.5	2	12	10	15	6	18	9	14	F	C	(IV7)	1c 1e 1f 1a
10	2	37	0.5	2	19	3	15	13	11	16	7	D	C	Vb/V	2d 1f# 1a
10	2.5	37.5	0.5	2	15	6	18	9	14	12	10	D	C	(Vb/V)	1c 1d 1f# 1a
10	3	38	1	4	9	21	5	17	8	13	11	E	C	iiib	1e 1g 2b
10	4	39	1	4	7	19	3	15	13	11	16	E	C	Vb/vi	2e 1g# 1b
11	1	40	2	8	13	11	16	7	19	3	15	A	C	vi;	1c 1e 2a
11	3	42	0.5	2	8	20	4	16	7	12	17	E	C	iiiob	1e 2g 1b-
11	3.5	42.5	0.5	2	12	17	8	13	11	9	14	E	C	(iiiob)	1e 1g 1a 1b-
11	4	43	1	4	6	18	9	14	12	10	15	C	C	V7/IV	1c 1e 1g 1b-
12	1	44	0.5	2	20	4	16	7	12	17	8	D	C	ii	1d 2f 1a
12	1.5	44.5	0.5	2	17	8	13	11	9	21	5	D	C	(ii)	1d 2f 1b
12	2	45	0.5	2	4	16	7	12	17	8	20	C	C	Ib	1c 2e 1g
12	2.5	45.5	0.5	2	12	10	15	6	18	9	14	C	C	(Ib)	1c 1e 1f 1a
12	3	46	0.5	2	11	16	7	19	3	15	13	G	C	V	1d 2g 1b
12	3.5	46.5	0.5	2	14	12	10	15	6	18	9	G	C	(V)	1d 1f 1g 1b
12	4	47	0.5	2	3	15	13	11	16	7	19	C	C	Ib	2c 1e 1g
12	4.5	47.5	0.5	2	2	14	19	10	15	6	18	C	C	(Ib)	3c 1g
13	1	48	1	4	8	13	11	16	7	12	17	G	C	V	1c 1d 2g
13	2	49	1	4	11	16	7	19	3	15	13	G	C	(V)	1d 2g 1b
13	3	50	2	8	3	15	13	11	16	7	19	C	C	I;	2c 1e 1g
