#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	2	3	15	13	11	16	7	19	C	c	i	2c 1e- 1g
1	1	1	1	2	11	16	7	19	3	15	13	G	c	Vb	1d 2g 1b
1	2	2	1	2	3	15	13	11	16	7	19	C	c	i	2c 1e- 1g
1	3	3	0.5	1	11	9	21	5	17	8	13	F	c	ivb	2c 1f 1a-
1	3.5	3.5	0.5	1	15	6	18	9	14	12	10	F	c	(ivb)	1c 1d 1f 1a-
1	4	4	0.5	1	4	16	7	12	17	8	20	C	c	ib	1c 2e- 1g
1	4.5	4.5	0.5	1	20	4	16	7	12	17	8	D	c	iiob	1d 2f 1a-
2	1	5	1	2	5	17	8	13	11	9	21	C	c	ic	1c 1e- 2g
2	2	6	0.5	1	11	16	7	19	3	15	13	G	c	V	1d 2g 1b
2	2.5	6.5	0.5	1	14	12	10	15	6	18	9	G	c	(V)	1d 1f 1g 1b
2	3	7	1	2	3	15	13	11	16	7	19	C	c	i;	2c 1e- 1g
2	4	8	1	2	3	15	13	11	16	7	19	C	c	i	2c 1e- 1g
3	1	9	0.5	1	8	20	4	16	7	12	17	E-	c	iiib	1e- 2g 1b-
3	1.5	9.5	0.5	1	12	17	8	13	11	9	14	E-	c	(iiib)	1e- 1g 1a- 1b-
3	2	10	0.5	1	15	13	11	16	7	19	3	B-	c	-VII	1d 1f 2b-
3	2.5	10.5	0.5	1	12	17	8	13	11	16	7	B-	c	(-VII)	1e- 1f 2b-
3	3	11	1	2	15	13	11	16	7	19	3	B-	c	-VIIb	1d 1f 2b-
3	4	12	0.5	1	7	19	3	15	13	11	16	E-	c	III	2e- 1g 1b-
3	4.5	12.5	0.5	1	13	11	9	14	12	17	8	E-	c	(III)	1d 1e- 1f 1b-
4	1	13	0.5	1	7	12	17	8	20	4	16	A-	c	VI	2c 1e- 1a-
4	1.5	13.5	0.5	1	10	15	13	11	16	7	12	A-	c	(VI)	1c 1e- 1a- 1b
4	2	14	0.5	1	17	8	20	4	16	7	12	F	c	ivb	1c 1f 2a-
4	2.5	14.5	0.5	1	21	5	17	8	13	11	9	F	c	(ivb)	1d 1f 2a-
4	3	15	1	2	11	16	7	19	3	15	13	G	c	V;	1d 2g 1b
4	4	16	0.5	1	3	15	13	11	16	7	19	C	c	i	2c 1e- 1g
4	4.5	16.5	0.5	1	7	12	17	8	20	4	16	C	c	(i)	2c 1e- 1a
5	1	17	1	2	12	17	8	20	4	16	7	G	c	v	1d 1g 2b-
5	2	18	0.5	1	12	10	15	6	18	9	14	F	c	iv7	1c 1e- 1f 1a-
5	2.5	18.5	0.5	1	20	4	16	7	12	17	8	F	c	(iv7)	1d 2f 1a-
5	3	19	1	2	6	18	2	14	12	10	22	C	c	ib	2e- 2g
5	4	20	0.5	1	20	4	16	7	12	17	8	D	c	ii	1d 2f 1a
5	4.5	20.5	0.5	1	14	12	10	15	6	18	9	G	c	V7	1d 1f 1g 1b
6	1	21	0.5	1	7	12	17	8	20	4	16	A-	c	VI	2c 1e- 1a-
6	1.5	21.5	0.5	1	11	9	21	5	17	8	13	A-	c	(VI)	2c 1f 1a-
6	2	22	1	2	11	16	7	19	3	15	13	G	c	V	1d 2g 1b
6	3	23	1	2	3	15	13	11	16	7	19	C	c	i;	2c 1e- 1g
6	4	24	1	2	16	7	19	3	15	13	11	F	c	IV	1c 2f 1a
7	1	25	1	2	15	13	11	16	7	19	3	B-	c	-VII	1d 1f 2b-
7	2	26	1	2	11	9	21	5	17	8	13	F#	c	viib/V	2c 1f# 1a
7	3	27	1	2	11	16	7	19	3	15	13	G	c	V	1d 2g 1b-
7	4	28	0.5	1	9	14	12	10	15	6	18	A	c	#viD7	1c 1e- 1g 1a
7	4.5	28.5	0.5	1	19	3	15	13	11	16	7	D	c	V/V	2d 1f# 1a
