#bar	#beat	#offset	#dur	#count	#S0	#S1	#S2	#S3	#S4	#S5	#S6	#root	#key	#harm	#pitches
0	4	0	1	4	7	19	3	15	13	11	16	E-	E-	I	2e- 1g 1b-
1	1	1	0.5	2	13	11	16	7	19	3	15	A-	E-	IV	1c 1e- 2a-
1	1.5	1.5	0.5	2	9	14	12	10	15	6	18	A-	E-	(IV)	1c 1e- 1g 1a-
1	2	2	0.5	2	16	7	19	3	15	13	11	F	E-	ii	1c 2f 1a-
1	2.5	2.5	0.25	1	19	10	15	6	11	16	7	F	E-	(ii)	2f 1a- 1b
1	2.75	2.75	0.25	1	16	7	19	3	15	13	11	F	E-	(ii)	1c 2f 1a-
1	3	3	0.5	2	11	16	7	19	3	15	13	G	E-	Vb/vi	1d 2g 1b
1	3.5	3.5	0.5	2	14	12	10	15	6	18	9	G	E-	(Vb/vi)	1d 1f 1g 1b
1	4	4	0.5	2	7	12	10	15	13	11	16	C	E-	vi	1c 1d 1e- 1g
1	4.5	4.5	0.25	1	3	15	13	11	16	7	19	C	E-	(vi)	2c 1e- 1g
1	4.75	4.75	0.25	1	7	12	10	15	13	11	16	C	E-	(vi)	1c 1d 1e- 1g
2	1	5	0.5	2	3	15	13	11	16	7	19	C	E-	vi	2c 1e- 1g
2	1.5	5.5	0.5	2	6	18	9	14	12	10	15	C	E-	(vi)	1c 1e- 1g 1b-
2	2	6	0.5	2	18	9	14	5	17	8	13	D	E-	Vb/iii	1e- 1f# 2a
2	2.5	6.5	0.5	2	21	5	17	8	13	11	9	D	E-	(Vb/iii)	1d 1f# 2a
2	3	7	1	4	11	16	7	19	3	15	13	G	E-	iii;	1d 2g 1b-
2	4	8	1	4	11	16	7	19	3	15	13	G	E-	iii	1d 2g 1b-
3	1	9	0.5	2	9	14	12	10	15	6	18	A-	E-	IVb	1c 1e- 1g 1a-
3	1.5	9.5	0.5	2	18	9	14	12	10	15	6	B-	E-	V7b	1d 1f 1a- 1b-
3	2	10	0.5	2	11	16	7	12	10	15	13	E-	E-	I	1e- 1f 1g 1b-
3	2.5	10.5	0.5	2	7	19	3	15	13	11	16	E-	E-	(I)	2e- 1g 1b-
3	3	11	0.5	2	12	10	15	6	18	9	14	F	E-	V7b/V	1c 1e- 1f 1a
3	3.5	11.5	0.5	2	14	12	10	15	6	18	9	G	E-	V7b/vi	1d 1f 1g 1b
3	4	12	0.5	2	3	15	13	11	16	7	19	C	E-	vi	2c 1e- 1g
3	4.5	12.5	0.5	2	11	9	14	12	10	15	13	C	E-	(vi)	1c 1d 1f 1g
4	1	13	0.5	2	3	15	13	11	16	7	19	C	E-	vi	2c 1e- 1g
4	1.5	13.5	0.5	2	9	14	12	17	8	13	11	C	E-	(vi)	1c 1d 1g 1b-
4	2	14	1	4	12	10	15	6	18	9	14	F	E-	V7/V	1c 1e- 1f 1a
4	3	15	1	4	13	18	9	21	5	17	1	B-	E-	V;	1d 3b-
4	4	16	0.5	2	16	7	19	3	15	13	11	F	E-	ii	1c 2f 1a-
4	4.5	16.5	0.5	2	12	10	15	6	18	9	14	F	E-	(ii)	1c 1e- 1f 1a-
5	1	17	0.5	2	18	9	14	12	10	15	6	B-	E-	V7b	1d 1f 1a- 1b-
5	1.5	17.5	0.25	1	9	21	5	17	8	13	11	E-	E-	Ic	1e- 1g 2b-
5	1.75	17.75	0.25	1	12	17	8	20	4	16	7	E-	E-	(Ic)	1d 1g 2b-
5	2	18	0.5	2	9	14	12	10	15	6	18	A-	E-	IVb	1c 1e- 1g 1a-
5	2.5	18.5	0.5	2	18	9	14	12	10	15	6	B-	E-	V7b	1d 1f 1a- 1b-
5	3	19	0.5	2	7	19	3	15	13	11	16	E-	E-	I	2e- 1g 1b-
5	3.5	19.5	0.25	1	8	13	4	16	14	12	17	E-	E-	(I)	1d 2e- 1g
5	3.75	19.75	0.25	1	11	9	7	19	10	15	13	E-	E-	(I)	2d 1e- 1g
5	4	20	0.5	2	8	13	11	9	21	5	17	A-	E-	IVb	1c 2e- 1a-
5	4.5	20.5	0.5	2	13	18	9	14	12	10	8	A-	E-	(IVb)	1e- 1a- 2b-
6	1	21	0.5	2	12	10	15	6	18	9	14	F	E-	ii7b	1c 1e- 1f 1a-
6	1.5	21.5	0.25	1	20	4	16	7	12	17	8	F	E-	ii	1d 2f 1a-
6	1.75	21.75	0.25	1	16	7	19	3	15	13	11	F	E-	(ii)	1c 2f 1a-
6	2	22	0.5	2	17	8	13	11	9	21	5	B-	E-	V	1d 2f 1b-
6	2.5	22.5	0.5	2	15	13	11	16	7	19	3	B-	E-	(V)	1d 1f 2b-
6	3	23	1	4	7	19	3	15	13	11	16	E-	E-	I;	2e- 1g 1b-
6	4	24	0.5	2	7	19	3	15	13	11	16	E-	E-	I	2e- 1g 1b-
6	4.5	24.5	0.5	2	18	9	14	5	17	8	13	F	E-	ii7	1e- 1f 2a-
7	1	25	1	4	8	20	4	16	7	12	17	E-	E-	Ib	1e- 2g 1b-
7	2	26	1	4	12	10	15	6	18	9	14	F	E-	V7b/V	1c 1e- 1f 1a
7	3	27	0.5	2	12	10	15	13	11	16	7	B-	E-	V	1c 1d 1f 1b-
7	3.5	27.5	0.25	1	12	10	15	13	11	16	7	B-	E-	(V)	1c 1d 1f 1b-
7	3.75	27.75	0.25	1	15	6	18	9	14	12	10	B-	E-	(V)	1c 1d 1f 1a-
7	4	28	1	4	10	15	6	18	9	14	12	E-	E-	V7d/IV	1d- 1e- 1g 1b-
8	1	29	0.5	2	7	12	17	8	20	4	16	A-	E-	IVb	2c 1e- 1a-
8	1.5	29.5	0.5	2	13	11	16	14	12	10	8	A-	E-	(IVb)	1c 1d- 1a- 1b-
8	2	30	1	4	13	11	16	7	19	3	15	A-	E-	IV	1c 1e- 2a-
8	3	31	1	4	7	19	3	15	13	11	16	E-	E-	I;	2e- 1g 1b-
8	4	32	0.5	2	3	15	13	11	16	7	19	C	E-	vi	2c 1e- 1g
8	4.5	32.5	0.5	2	6	18	9	14	12	10	15	C	E-	(vi)	1c 1e- 1g 1b-
9	1	33	0.5	2	12	10	15	6	18	9	14	F	E-	V7b/V	1c 1e- 1f 1a
9	1.5	33.5	0.5	2	11	16	7	12	10	15	13	F	E-	(V7b/V)	1e- 1f 1g 1b-
9	2	34	1	4	17	8	13	4	16	14	12	F	E-	V7/V	1e- 2f 1a
9	3	35	0.5	2	15	13	11	16	7	19	3	B-	E-	V	1d 1f 2b-
9	3.5	35.5	0.5	2	15	6	18	9	14	12	10	B-	E-	(V)	1c 1d 1f 1a
9	4	36	1	4	15	13	11	16	7	19	3	B-	E-	Vb	1d 1f 2b-
10	1	37	0.5	2	6	18	9	14	12	10	15	C	E-	V7b/V/V	1c 1e- 1g 1b-
10	1.5	37.5	0.25	1	9	14	12	10	15	6	18	C	E-	(V7b/V/V)	1c 1e- 1g 1a
10	1.75	37.75	0.25	1	5	17	8	13	11	9	21	C	E-	(V7b/V/V)	1c 1e- 2g
10	2	38	0.5	2	16	7	19	3	15	13	11	F	E-	V/V	1c 2f 1a
10	2.5	38.5	0.5	2	12	10	15	6	18	9	14	F	E-	(V/V)	1c 1e- 1f 1a
10	3	39	1	4	13	18	9	21	5	17	1	B-	E-	V;	1d 3b-
